"category","register","size","datatype","description_en","description_de","ha_sensor_name","unit","min_max","display_code","scaling_factor","source","rw_spec","rw_implemented"
"Zones - Measurements","5122","1","uint16","Zone 7 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 7 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone7_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
"Zones - Measurements","5124","1","bool","Zone 7 pump","Heizkreis 7 Pumpe","zone7_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","5125","1","bool","Zone 7 flow measurement","Heizkreis 7 Vorlaufmessung","zone7_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
"Zones - Measurements","5196","1","int16","Zone 9 flow temperature","Heizkreis 9 Vorlauftemperatur","zone9_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","5197","1","uint16","Zone 9 flow setpoint","Heizkreis 9 Temperatursollwert","zone9_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","5198","1","int16","Zone 9 room setpoint","Heizkreis 9 Raumtemperatursollwert","zone9_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","5199","1","int16","Zone 9 outdoor temperature","Heizkreis 9 Außentemperatur","zone9_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","5200","1","int16","Zone 9 room temperature","Heizkreis 9 Raumtemperatur","zone9_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","5201","1","int16","Zone 9 room temperature measured","Heizkreis 9 Raumtemperatur gemessen","zone9_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","5202","1","bool","Zone 9 heat demand","Heizkreis 9 Wärmeanforderung","zone9_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","5205","1","uint16","Zone 9 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 9 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone9_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","5208","1","bool","Zone 9 mixing valve opening","Heizkreis 9 Mischventil öffnend","zone9_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","5209","1","bool","Zone 9 swimming pool pump","Heizkreis 9 Schwimmbadpumpe","zone9_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","5210","1","bool","Zone 9 electrical backup output","Heizkreis 9 Elektro-Backup Ausgang","zone9_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","5211","2","uint32","Zone 9 pump hours","Heizkreis 9 Pumpenbetriebsstunden","zone9_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","5213","2","uint32","Zone 9 pump starts","Heizkreis 9 Pumpenstarts","zone9_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Zones - Parameters","5248","1","uint16","Zone 10 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 10 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone10_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","5249","1","uint16","Zone 10 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 10 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone10_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","5253","1","uint16","Zone 10 device type","Heizkreis 10 Gerätetyp","zone10_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","5256","1","uint16","Zone 10 fixed flow setpoint","Heizkreis 10 Vorlaufsollwert (fest)","zone10_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","5257","1","uint16","Zone 10 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 10 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone10_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","5258","1","uint16","Zone 10 comfort setpoint 1","Heizkreis 10 Komfortsollwert 1","zone10_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5259","1","uint16","Zone 10 comfort setpoint 2","Heizkreis 10 Komfortsollwert 2","zone10_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5260","1","uint16","Zone 10 comfort setpoint 3","Heizkreis 10 Komfortsollwert 3","zone10_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5261","1","uint16","Zone 10 comfort setpoint 4","Heizkreis 10 Komfortsollwert 4","zone10_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5262","1","uint16","Zone 10 comfort setpoint 5","Heizkreis 10 Komfortsollwert 5","zone10_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5263","1","uint16","Zone 10 night setback","Heizkreis 10 Nachtabsenkung","zone10_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","5264","1","uint16","Zone 10 cooling setpoint 1","Heizkreis 10 Kühlsollwert 1","zone10_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5265","1","uint16","Zone 10 cooling setpoint 2","Heizkreis 10 Kühlsollwert 2","zone10_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5266","1","uint16","Zone 10 cooling setpoint 3","Heizkreis 10 Kühlsollwert 3","zone10_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5267","1","uint16","Zone 10 cooling setpoint 4","Heizkreis 10 Kühlsollwert 4","zone10_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5268","1","uint16","Zone 10 cooling setpoint 5","Heizkreis 10 Kühlsollwert 5","zone10_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5269","1","uint16","Zone 10 cooling night setback","Heizkreis 10 Kühlung Nachtabsenkung","zone10_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5270","1","uint16","Zone 10 holiday setpoint","Heizkreis 10 Feriensollwert","zone10_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","5271","1","uint16","Zone 10 temporary setpoint","Heizkreis 10 Temporärer Sollwert","zone10_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","5272","1","uint16","Zone 10 room setpoint (manual)","Heizkreis 10 Raumsollwert (manuell)","zone10_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","5273","1","uint16","Zone 10 DHW comfort setpoint","Heizkreis 10 TWW Komfortsollwert","zone10_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5274","1","uint16","Zone 10 DHW reduced setpoint","Heizkreis 10 TWW Reduzierter Sollwert","zone10_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5275","1","uint16","Zone 10 DHW holiday setpoint","Heizkreis 10 TWW Feriensollwert","zone10_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5276","1","uint16","Zone 10 DHW anti-legionella setpoint","Heizkreis 10 TWW Anti-Legionellen-Sollwert","zone10_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","5277","1","uint16","Zone 10 swimming pool setpoint","Heizkreis 10 Schwimmbad-Sollwert","zone10_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5278","1","uint16","Zone 10 process heat setpoint","Heizkreis 10 Prozesswärme-Sollwert","zone10_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","5279","1","uint16","Zone 10 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 10 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone10_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","5280","1","uint16","Zone 10 max flow setpoint","Heizkreis 10 Max. Vorlaufsollwert","zone10_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","5281","1","uint16","Zone 10 cooling mixing circuit setpoint","Heizkreis 10 Kühlsollwert Mischkreis","zone10_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5282","1","uint16","Zone 10 heating curve gradient","Heizkreis 10 Heizkurve Steilheit","zone10_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","5283","1","uint16","Zone 10 heating curve footpoint","Heizkreis 10 Heizkurve Fußpunkt","zone10_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","5284","1","uint16","Zone 10 heating curve footpoint night","Heizkreis 10 Heizkurve Fußpunkt Nacht","zone10_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","5285","1","uint16","Zone 10 max preheat time","Heizkreis 10 Max. Vorheizzeit","zone10_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","5286","1","uint16","Zone 10 mixing valve shift","Heizkreis 10 Mischventil Verschiebung","zone10_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","5287","1","uint16","Zone 10 mixing valve bandwidth","Heizkreis 10 Mischventil Bandbreite","zone10_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","5288","1","uint16","Zone 10 DHW hysteresis","Heizkreis 10 TWW Hysterese","zone10_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5289","1","uint16","Zone 10 DHW calorifier offset","Heizkreis 10 TWW Speicher Verschiebung","zone10_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5290","1","uint16","Zone 10 DHW calorifier setpoint raise","Heizkreis 10 TWW Speicher Sollwertanhebung","zone10_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5291","1","uint16","Zone 10 process heat hysteresis","Heizkreis 10 Prozesswärme Hysterese","zone10_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","5292","1","uint16","Zone 10 process heat offset","Heizkreis 10 Prozesswärme Verschiebung","zone10_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","5293","1","uint16","Zone 10 process heat calorifier raise","Heizkreis 10 Prozesswärme Sollwertanhebung","zone10_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","5294","1","uint16","Zone 10 DHW calorifier hysteresis","Heizkreis 10 TWW Speicher Hysterese","zone10_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5295","1","uint16","Zone 10 pump post-run","Heizkreis 10 Pumpennachlauf","zone10_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","5296","1","uint16","Zone 10 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 10 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone10_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","5633","1","uint16","Zone 8 activity (0=Off; 1=Eco; 2=Comfort; 3=Anti-legionella)","Heizkreis 8 Einstellung (0=Aus; 1=Eco; 2=Komfort; 3=Anti-Legionellen)","zone8_activity","","0-65535","mdi:thermostat","","GTW-08 spec","R","R"
"Zones - Measurements","5634","1","uint16","Zone 8 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 8 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone8_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
"Zones - Measurements","5636","1","bool","Zone 8 pump","Heizkreis 8 Pumpe","zone8_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","5637","1","bool","Zone 8 flow measurement","Heizkreis 8 Vorlaufmessung","zone8_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
"Zones - Measurements","5708","1","int16","Zone 10 flow temperature","Heizkreis 10 Vorlauftemperatur","zone10_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","5709","1","uint16","Zone 10 flow setpoint","Heizkreis 10 Temperatursollwert","zone10_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","5710","1","int16","Zone 10 room setpoint","Heizkreis 10 Raumtemperatursollwert","zone10_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","5711","1","int16","Zone 10 outdoor temperature","Heizkreis 10 Außentemperatur","zone10_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","5712","1","int16","Zone 10 room temperature","Heizkreis 10 Raumtemperatur","zone10_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","5713","1","int16","Zone 10 room temperature measured","Heizkreis 10 Raumtemperatur gemessen","zone10_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","5714","1","bool","Zone 10 heat demand","Heizkreis 10 Wärmeanforderung","zone10_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","5717","1","uint16","Zone 10 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 10 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone10_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","5720","1","bool","Zone 10 mixing valve opening","Heizkreis 10 Mischventil öffnend","zone10_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","5721","1","bool","Zone 10 swimming pool pump","Heizkreis 10 Schwimmbadpumpe","zone10_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","5722","1","bool","Zone 10 electrical backup output","Heizkreis 10 Elektro-Backup Ausgang","zone10_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","5723","2","uint32","Zone 10 pump hours","Heizkreis 10 Pumpenbetriebsstunden","zone10_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","5725","2","uint32","Zone 10 pump starts","Heizkreis 10 Pumpenstarts","zone10_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Zones - Parameters","5760","1","uint16","Zone 11 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 11 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone11_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","5761","1","uint16","Zone 11 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 11 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone11_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","5765","1","uint16","Zone 11 device type","Heizkreis 11 Gerätetyp","zone11_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","5768","1","uint16","Zone 11 fixed flow setpoint","Heizkreis 11 Vorlaufsollwert (fest)","zone11_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","5769","1","uint16","Zone 11 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 11 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone11_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","5770","1","uint16","Zone 11 comfort setpoint 1","Heizkreis 11 Komfortsollwert 1","zone11_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5771","1","uint16","Zone 11 comfort setpoint 2","Heizkreis 11 Komfortsollwert 2","zone11_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5772","1","uint16","Zone 11 comfort setpoint 3","Heizkreis 11 Komfortsollwert 3","zone11_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5773","1","uint16","Zone 11 comfort setpoint 4","Heizkreis 11 Komfortsollwert 4","zone11_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5774","1","uint16","Zone 11 comfort setpoint 5","Heizkreis 11 Komfortsollwert 5","zone11_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5775","1","uint16","Zone 11 night setback","Heizkreis 11 Nachtabsenkung","zone11_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","5776","1","uint16","Zone 11 cooling setpoint 1","Heizkreis 11 Kühlsollwert 1","zone11_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5777","1","uint16","Zone 11 cooling setpoint 2","Heizkreis 11 Kühlsollwert 2","zone11_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5778","1","uint16","Zone 11 cooling setpoint 3","Heizkreis 11 Kühlsollwert 3","zone11_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5779","1","uint16","Zone 11 cooling setpoint 4","Heizkreis 11 Kühlsollwert 4","zone11_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5780","1","uint16","Zone 11 cooling setpoint 5","Heizkreis 11 Kühlsollwert 5","zone11_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5781","1","uint16","Zone 11 cooling night setback","Heizkreis 11 Kühlung Nachtabsenkung","zone11_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","5782","1","uint16","Zone 11 holiday setpoint","Heizkreis 11 Feriensollwert","zone11_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","5783","1","uint16","Zone 11 temporary setpoint","Heizkreis 11 Temporärer Sollwert","zone11_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","5784","1","uint16","Zone 11 room setpoint (manual)","Heizkreis 11 Raumsollwert (manuell)","zone11_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","5785","1","uint16","Zone 11 DHW comfort setpoint","Heizkreis 11 TWW Komfortsollwert","zone11_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5786","1","uint16","Zone 11 DHW reduced setpoint","Heizkreis 11 TWW Reduzierter Sollwert","zone11_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5787","1","uint16","Zone 11 DHW holiday setpoint","Heizkreis 11 TWW Feriensollwert","zone11_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5788","1","uint16","Zone 11 DHW anti-legionella setpoint","Heizkreis 11 TWW Anti-Legionellen-Sollwert","zone11_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","5789","1","uint16","Zone 11 swimming pool setpoint","Heizkreis 11 Schwimmbad-Sollwert","zone11_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5790","1","uint16","Zone 11 process heat setpoint","Heizkreis 11 Prozesswärme-Sollwert","zone11_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","5791","1","uint16","Zone 11 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 11 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone11_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","5792","1","uint16","Zone 11 max flow setpoint","Heizkreis 11 Max. Vorlaufsollwert","zone11_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","5793","1","uint16","Zone 11 cooling mixing circuit setpoint","Heizkreis 11 Kühlsollwert Mischkreis","zone11_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5794","1","uint16","Zone 11 heating curve gradient","Heizkreis 11 Heizkurve Steilheit","zone11_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","5795","1","uint16","Zone 11 heating curve footpoint","Heizkreis 11 Heizkurve Fußpunkt","zone11_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","5796","1","uint16","Zone 11 heating curve footpoint night","Heizkreis 11 Heizkurve Fußpunkt Nacht","zone11_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","5797","1","uint16","Zone 11 max preheat time","Heizkreis 11 Max. Vorheizzeit","zone11_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","5798","1","uint16","Zone 11 mixing valve shift","Heizkreis 11 Mischventil Verschiebung","zone11_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","5799","1","uint16","Zone 11 mixing valve bandwidth","Heizkreis 11 Mischventil Bandbreite","zone11_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","5800","1","uint16","Zone 11 DHW hysteresis","Heizkreis 11 TWW Hysterese","zone11_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5801","1","uint16","Zone 11 DHW calorifier offset","Heizkreis 11 TWW Speicher Verschiebung","zone11_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5802","1","uint16","Zone 11 DHW calorifier setpoint raise","Heizkreis 11 TWW Speicher Sollwertanhebung","zone11_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5803","1","uint16","Zone 11 process heat hysteresis","Heizkreis 11 Prozesswärme Hysterese","zone11_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","5804","1","uint16","Zone 11 process heat offset","Heizkreis 11 Prozesswärme Verschiebung","zone11_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","5805","1","uint16","Zone 11 process heat calorifier raise","Heizkreis 11 Prozesswärme Sollwertanhebung","zone11_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","5806","1","uint16","Zone 11 DHW calorifier hysteresis","Heizkreis 11 TWW Speicher Hysterese","zone11_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","5807","1","uint16","Zone 11 pump post-run","Heizkreis 11 Pumpennachlauf","zone11_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","5808","1","uint16","Zone 11 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 11 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone11_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","6145","1","uint16","Zone 9 activity (0=Off; 1=Eco; 2=Comfort; 3=Anti-legionella)","Heizkreis 9 Einstellung (0=Aus; 1=Eco; 2=Komfort; 3=Anti-Legionellen)","zone9_activity","","0-65535","mdi:thermostat","","GTW-08 spec","R","R"
"Zones - Measurements","6146","1","uint16","Zone 9 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 9 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone9_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
